m,TagName,
"2016-11-01 00:00:00","java","15638"
"2016-11-01 00:00:00","javascript","20506"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11923"
"2016-11-01 00:00:00","python","14173"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4361"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10681"
"2016-12-01 00:00:00","c++","5221"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13838"
"2016-12-01 00:00:00","javascript","19792"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11468"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3927"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11689"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14548"
"2017-01-01 00:00:00","javascript","21380"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12597"
"2017-01-01 00:00:00","python","14265"
"2017-01-01 00:00:00","r","3487"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4335"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11484"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14552"
"2017-02-01 00:00:00","javascript","21173"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12467"
"2017-02-01 00:00:00","python","14760"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1624"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2966"
"2017-03-01 00:00:00","c#","12979"
"2017-03-01 00:00:00","c++","6216"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17294"
"2017-03-01 00:00:00","javascript","23691"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14023"
"2017-03-01 00:00:00","python","17112"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11084"
"2017-04-01 00:00:00","c++","5873"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15917"
"2017-04-01 00:00:00","javascript","21223"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12384"
"2017-04-01 00:00:00","python","15635"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3908"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11968"
"2017-05-01 00:00:00","c++","5297"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16321"
"2017-05-01 00:00:00","javascript","22378"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13012"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4090"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11297"
"2017-06-01 00:00:00","c++","4682"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14613"
"2017-06-01 00:00:00","javascript","21559"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11722"
"2017-06-01 00:00:00","python","16005"
"2017-06-01 00:00:00","r","4446"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4195"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2046"
"2017-07-01 00:00:00","c#","11193"
"2017-07-01 00:00:00","c++","5018"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14118"
"2017-07-01 00:00:00","javascript","21596"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11745"
"2017-07-01 00:00:00","python","16907"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10943"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13741"
"2017-08-01 00:00:00","javascript","21324"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11613"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9868"
"2017-09-01 00:00:00","c++","4465"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12741"
"2017-09-01 00:00:00","javascript","18976"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10668"
"2017-09-01 00:00:00","python","15438"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2776"
"2017-10-01 00:00:00","c#","10228"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13994"
"2017-10-01 00:00:00","javascript","19853"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10806"
"2017-10-01 00:00:00","python","16925"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3897"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9784"
"2017-11-01 00:00:00","c++","5032"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14165"
"2017-11-01 00:00:00","javascript","19393"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10571"
"2017-11-01 00:00:00","python","16957"
"2017-11-01 00:00:00","r","4503"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3663"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2193"
"2017-12-01 00:00:00","c#","8603"
"2017-12-01 00:00:00","c++","4453"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11965"
"2017-12-01 00:00:00","javascript","16964"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9107"
"2017-12-01 00:00:00","python","14931"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9365"
"2018-01-01 00:00:00","c++","4750"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12330"
"2018-01-01 00:00:00","javascript","18884"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10082"
"2018-01-01 00:00:00","python","16226"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3741"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8573"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12015"
"2018-02-01 00:00:00","javascript","17208"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9099"
"2018-02-01 00:00:00","python","16295"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2463"
"2018-03-01 00:00:00","c#","9783"
"2018-03-01 00:00:00","c++","5181"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13550"
"2018-03-01 00:00:00","javascript","19137"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9808"
"2018-03-01 00:00:00","python","17891"
"2018-03-01 00:00:00","r","5100"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4042"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9232"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13476"
"2018-04-01 00:00:00","javascript","17947"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8917"
"2018-04-01 00:00:00","python","16971"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3568"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9921"
"2018-05-01 00:00:00","c++","4683"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13453"
"2018-05-01 00:00:00","javascript","18053"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9435"
"2018-05-01 00:00:00","python","17554"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1833"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4095"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11776"
"2018-06-01 00:00:00","javascript","17167"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8404"
"2018-06-01 00:00:00","python","16793"
"2018-06-01 00:00:00","r","4483"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9400"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11744"
"2018-07-01 00:00:00","javascript","17785"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8531"
"2018-07-01 00:00:00","python","17927"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9479"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","705"
"2018-08-01 00:00:00","java","11293"
"2018-08-01 00:00:00","javascript","17837"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8453"
"2018-08-01 00:00:00","python","17707"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3567"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1835"
"2018-09-01 00:00:00","c#","8353"
"2018-09-01 00:00:00","c++","3738"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","673"
"2018-09-01 00:00:00","java","10710"
"2018-09-01 00:00:00","javascript","15990"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7636"
"2018-09-01 00:00:00","python","15993"
"2018-09-01 00:00:00","r","3754"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3136"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2446"
"2018-10-01 00:00:00","c#","9328"
"2018-10-01 00:00:00","c++","4304"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12483"
"2018-10-01 00:00:00","javascript","17391"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8138"
"2018-10-01 00:00:00","python","18130"
"2018-10-01 00:00:00","r","4353"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3265"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8463"
"2018-11-01 00:00:00","c++","4339"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11689"
"2018-11-01 00:00:00","javascript","16154"
"2018-11-01 00:00:00","perl","236"
"2018-11-01 00:00:00","php","7059"
"2018-11-01 00:00:00","python","17995"
"2018-11-01 00:00:00","r","4226"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2191"
"2018-12-01 00:00:00","c#","7537"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10426"
"2018-12-01 00:00:00","javascript","14259"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15705"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2781"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8738"
"2019-01-01 00:00:00","c++","3903"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11008"
"2019-01-01 00:00:00","javascript","15999"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7159"
"2019-01-01 00:00:00","python","16924"
"2019-01-01 00:00:00","r","3942"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2905"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8342"
"2019-02-01 00:00:00","c++","3727"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10976"
"2019-02-01 00:00:00","javascript","15671"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7255"
"2019-02-01 00:00:00","python","17503"
"2019-02-01 00:00:00","r","4247"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2680"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8949"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12023"
"2019-03-01 00:00:00","javascript","17305"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7761"
"2019-03-01 00:00:00","python","19876"
"2019-03-01 00:00:00","r","4492"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2945"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9102"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11150"
"2019-04-01 00:00:00","javascript","16145"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7140"
"2019-04-01 00:00:00","python","19806"
"2019-04-01 00:00:00","r","4596"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3073"
"2019-05-01 00:00:00","assembly","236"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9014"
"2019-05-01 00:00:00","c++","4121"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11077"
"2019-05-01 00:00:00","javascript","16121"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6931"
"2019-05-01 00:00:00","python","18876"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7595"
"2019-06-01 00:00:00","c++","3638"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9620"
"2019-06-01 00:00:00","javascript","14787"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5988"
"2019-06-01 00:00:00","python","17215"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3085"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8433"
"2019-07-01 00:00:00","c++","4263"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10818"
"2019-07-01 00:00:00","javascript","16129"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6639"
"2019-07-01 00:00:00","python","19735"
"2019-07-01 00:00:00","r","4198"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3033"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1549"
"2019-08-01 00:00:00","c#","7697"
"2019-08-01 00:00:00","c++","3287"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9072"
"2019-08-01 00:00:00","javascript","15192"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5794"
"2019-08-01 00:00:00","python","18015"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2536"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7832"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","618"
"2019-09-01 00:00:00","java","9654"
"2019-09-01 00:00:00","javascript","14866"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5545"
"2019-09-01 00:00:00","python","16852"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2550"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8399"
"2019-10-01 00:00:00","c++","4833"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11189"
"2019-10-01 00:00:00","javascript","15958"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6035"
"2019-10-01 00:00:00","python","20424"
"2019-10-01 00:00:00","r","4382"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2507"
"2019-11-01 00:00:00","c#","8012"
"2019-11-01 00:00:00","c++","4726"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10304"
"2019-11-01 00:00:00","javascript","15741"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6066"
"2019-11-01 00:00:00","python","20573"
"2019-11-01 00:00:00","r","4283"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2871"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2143"
"2019-12-01 00:00:00","c#","7200"
"2019-12-01 00:00:00","c++","4195"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9016"
"2019-12-01 00:00:00","javascript","14295"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5214"
"2019-12-01 00:00:00","python","18088"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2658"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7794"
"2020-01-01 00:00:00","c++","4224"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9939"
"2020-01-01 00:00:00","javascript","15996"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5879"
"2020-01-01 00:00:00","python","19950"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2894"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7713"
"2020-02-01 00:00:00","c++","4085"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10029"
"2020-02-01 00:00:00","javascript","15719"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5662"
"2020-02-01 00:00:00","python","20018"
"2020-02-01 00:00:00","r","4675"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2758"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2483"
"2020-03-01 00:00:00","c#","7780"
"2020-03-01 00:00:00","c++","4638"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11047"
"2020-03-01 00:00:00","javascript","17552"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5646"
"2020-03-01 00:00:00","python","22666"
"2020-03-01 00:00:00","r","5118"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2908"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8576"
"2020-04-01 00:00:00","c++","6216"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12603"
"2020-04-01 00:00:00","javascript","20881"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6611"
"2020-04-01 00:00:00","python","27595"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3446"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3371"
"2020-05-01 00:00:00","c#","8587"
"2020-05-01 00:00:00","c++","6404"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12006"
"2020-05-01 00:00:00","javascript","21462"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6504"
"2020-05-01 00:00:00","python","29418"
"2020-05-01 00:00:00","r","6009"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2591"
"2020-06-01 00:00:00","c#","7892"
"2020-06-01 00:00:00","c++","5624"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10819"
"2020-06-01 00:00:00","javascript","19800"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5921"
"2020-06-01 00:00:00","python","27092"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3157"
"2020-07-01 00:00:00","assembly","274"
"2020-07-01 00:00:00","c","2097"
"2020-07-01 00:00:00","c#","7808"
"2020-07-01 00:00:00","c++","5162"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10436"
"2020-07-01 00:00:00","javascript","19869"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5925"
"2020-07-01 00:00:00","python","26256"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2986"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1892"
"2020-08-01 00:00:00","c#","7060"
"2020-08-01 00:00:00","c++","4776"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","708"
"2020-08-01 00:00:00","java","9303"
"2020-08-01 00:00:00","javascript","18032"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4976"
"2020-08-01 00:00:00","python","23040"
"2020-08-01 00:00:00","r","4496"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2678"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2161"
"2020-09-01 00:00:00","c#","6449"
"2020-09-01 00:00:00","c++","3919"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8934"
"2020-09-01 00:00:00","javascript","16761"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4772"
"2020-09-01 00:00:00","python","21745"
"2020-09-01 00:00:00","r","4756"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2561"
"2020-10-01 00:00:00","assembly","344"
"2020-10-01 00:00:00","c","2375"
"2020-10-01 00:00:00","c#","6194"
"2020-10-01 00:00:00","c++","4326"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8935"
"2020-10-01 00:00:00","javascript","16421"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4583"
"2020-10-01 00:00:00","python","22797"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2319"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2695"
"2020-11-01 00:00:00","c#","5980"
"2020-11-01 00:00:00","c++","4318"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","527"
"2020-11-01 00:00:00","java","8480"
"2020-11-01 00:00:00","javascript","15519"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4617"
"2020-11-01 00:00:00","python","22182"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2163"
"2020-12-01 00:00:00","assembly","298"
